Scheme name	Locus tag	Description
cgMLST V1 + HierCC V1	CD630_20650(-)	transcriptional regulator
cgMLST V1 + HierCC V1	CD630_20660(-)	integrase
cgMLST V1 + HierCC V1	CD630_20670(-)	putative exported protein
cgMLST V1 + HierCC V1	CD630_20680(-)	ABC transporter ATP-binding protein
cgMLST V1 + HierCC V1	CD630_20690(-)	molybdopterin binding domain protein
cgMLST V1 + HierCC V1	CD630_20700(mocA)	molybdenum cofactor cytidylyltransferase
cgMLST V1 + HierCC V1	CD630_20710(-)	selenium-dependent hydroxylase accessory protein YqeC
cgMLST V1 + HierCC V1	CD630_20720(-)	transposase
cgMLST V1 + HierCC V1	CD630_20730(xdhA)	Xanthine dehydrogenase molybdenum-binding subunit
cgMLST V1 + HierCC V1	CD630_20740(-)	FAD-binding subunit of xanthine dehydrogenase dehydrogenase
cgMLST V1 + HierCC V1	CD630_20750(pbuX)	xanthine permease
cgMLST V1 + HierCC V1	CD630_20751(-)	hypothetical protein
cgMLST V1 + HierCC V1	CD630_20770(pyrD)	dihydroorotate dehydrogenase
cgMLST V1 + HierCC V1	CD630_20780(mtaD)	amidohydrolase
cgMLST V1 + HierCC V1	CD630_20790(xdhA)	Xanthine dehydrogenase molybdenum-binding subunit
cgMLST V1 + HierCC V1	CD630_20800(-)	FAD-binding subunit of xanthine dehydrogenase dehydrogenase
cgMLST V1 + HierCC V1	CD630_20810(xdhC1)	xanthine dehydrogenase iron-sulfur binding subunit
cgMLST V1 + HierCC V1	CD630_20820(mtaD)	probable amidohydrolase
cgMLST V1 + HierCC V1	CD630_20830(dht)	dihydropyrimidinase
cgMLST V1 + HierCC V1	CD630_20860(-)	NAD(FAD)-dependent dehydrogenase
cgMLST V1 + HierCC V1	CD630_20870(ygeS)	xanthine dehydrogenase
cgMLST V1 + HierCC V1	CD630_20880(xdhC2)	xanthine dehydrogenase
cgMLST V1 + HierCC V1	CD630_20890(mtaD)	metal-dependent hydrolase
cgMLST V1 + HierCC V1	CD630_20900(-)	putative xanthine/uracile permease
cgMLST V1 + HierCC V1	CD630_20910(-)	putative xanthine/uracile permease
cgMLST V1 + HierCC V1	CD630_20920(-)	ATPase AAA
cgMLST V1 + HierCC V1	CD630_20940(mcrB)	restriction endonuclease
cgMLST V1 + HierCC V1	CD630_20950(-)	cell division protein FtsZ
cgMLST V1 + HierCC V1	CD630_20960(-)	DeoR family transcriptional regulator
cgMLST V1 + HierCC V1	CD630_20970(-)	membrane protein
cgMLST V1 + HierCC V1	CD630_20980(-)	hypothetical protein
cgMLST V1 + HierCC V1	CD630_20990(xdhA)	molybdopterin-binding domain of aldehyde dehydrogenase
cgMLST V1 + HierCC V1	CD630_21000(xdhC)	(2Fe-2S)-binding protein
cgMLST V1 + HierCC V1	CD630_21010(xdhB)	molybdopterin dehydrogenase
cgMLST V1 + HierCC V1	CD630_21020(-)	sodium:proton antiporter
cgMLST V1 + HierCC V1	CD630_21021(-)	putative dNA polymerase III
cgMLST V1 + HierCC V1	CD630_21030(-)	ABC transporter permease
cgMLST V1 + HierCC V1	CD630_21040(-)	ABC transporter permease
cgMLST V1 + HierCC V1	CD630_21050(-)	ABC transporter
cgMLST V1 + HierCC V1	CD630_21060(deaD)	ATP-dependent RNA helicase
cgMLST V1 + HierCC V1	CD630_21070(pbuG)	adenine permease
cgMLST V1 + HierCC V1	CD630_21090(-)	sodium:cation symporter
cgMLST V1 + HierCC V1	CD630_21100(talA)	fructose-6-phosphate aldolase
cgMLST V1 + HierCC V1	CD630_21110(glpR)	DeoR family transcriptional regulator
cgMLST V1 + HierCC V1	CD630_21120(-)	hypothetical protein
cgMLST V1 + HierCC V1	CD630_21130(vicK)	two-component sensor histidine kinase
cgMLST V1 + HierCC V1	CD630_21140(vanRB)	DNA-binding response regulator
cgMLST V1 + HierCC V1	CD630_21150(copA)	copper-transporting P-type ATPase
cgMLST V1 + HierCC V1	CD630_21151(-)	hypothetical protein
cgMLST V1 + HierCC V1	CD630_21152(-)	hypothetical protein
cgMLST V1 + HierCC V1	CD630_21160(bipA)	GTP-binding protein
cgMLST V1 + HierCC V1	CD630_21170(trxB)	thioredoxin-disulfide reductase
cgMLST V1 + HierCC V1	CD630_21180(thrC)	threonine synthase
cgMLST V1 + HierCC V1	CD630_21190(thrB)	homoserine kinase
cgMLST V1 + HierCC V1	CD630_21200(-)	2-nitropropane dioxygenase
cgMLST V1 + HierCC V1	CD630_21210(-)	flavin reductase
cgMLST V1 + HierCC V1	CD630_21220(corA)	corA-like Mg2+ transporter family protein
cgMLST V1 + HierCC V1	CD630_21230(-)	TPR repeat family protein
cgMLST V1 + HierCC V1	CD630_21240(-)	transporter
cgMLST V1 + HierCC V1	CD630_21250(yhhY)	GNAT family acetyltransferase
cgMLST V1 + HierCC V1	CD630_21251(-)	hypothetical protein
cgMLST V1 + HierCC V1	CD630_21280(ispG)	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase
cgMLST V1 + HierCC V1	CD630_21290(rseP)	RIP metalloprotease RseP
cgMLST V1 + HierCC V1	CD630_21300(dxr)	1-deoxy-D-xylulose-5-phosphate reductoisomerase
cgMLST V1 + HierCC V1	CD630_21320(dcm)	transcriptional regulator
cgMLST V1 + HierCC V1	CD630_21350(cdsA)	phosphatidate cytidylyltransferase
cgMLST V1 + HierCC V1	CD630_21360(uppS)	isoprenyl transferase
cgMLST V1 + HierCC V1	CD630_21361(-)	ribosome recycling factor
cgMLST V1 + HierCC V1	CD630_21370(frr)	ribosome recycling factor
cgMLST V1 + HierCC V1	CD630_21380(pyrH)	UMP kinase
cgMLST V1 + HierCC V1	CD630_21390(tsf)	elongation factor Ts
cgMLST V1 + HierCC V1	CD630_21400(rpsB)	30S ribosomal protein S2
cgMLST V1 + HierCC V1	CD630_21410(dacC)	serine-type D-Ala-D-Ala carboxypeptidase
cgMLST V1 + HierCC V1	CD630_21420(-)	transporter
cgMLST V1 + HierCC V1	CD630_21430(-)	transcriptional regulator
cgMLST V1 + HierCC V1	CD630_21440(-)	membrane protein
cgMLST V1 + HierCC V1	CD630_21450(-)	mannonate oxidoreductase
cgMLST V1 + HierCC V1	CD630_21460(rtcB)	RNA ligase RtcB family protein
cgMLST V1 + HierCC V1	CD630_21480(prkC)	tyrosine kinase
cgMLST V1 + HierCC V1	CD630_21490(-)	peptidoglycan binding domain protein
cgMLST V1 + HierCC V1	CD630_21500(-)	endonuclease
cgMLST V1 + HierCC V1	CD630_21501(-)	hypothetical protein
cgMLST V1 + HierCC V1	CD630_21510(-)	"Putative membrane protein, DUF819 family"
cgMLST V1 + HierCC V1	CD630_21520(-)	M42 glutamyl aminopeptidase
cgMLST V1 + HierCC V1	CD630_21530(-)	iron-only hydrogenase system regulator
cgMLST V1 + HierCC V1	CD630_21540(-)	[FeFe] hydrogenase H-cluster maturation GTPase HydF
cgMLST V1 + HierCC V1	CD630_21550(bioB)	[FeFe] hydrogenase H-cluster radical SAM maturase HydE
cgMLST V1 + HierCC V1	CD630_21560(thiH)	[FeFe] hydrogenase H-cluster radical SAM maturase HydG
cgMLST V1 + HierCC V1	CD630_21570(-)	hypothetical protein
cgMLST V1 + HierCC V1	CD630_21580(gabT)	aspartate aminotransferase family protein
cgMLST V1 + HierCC V1	CD630_21590(-)	membrane protein
cgMLST V1 + HierCC V1	CD630_21610(-)	membrane protein
cgMLST V1 + HierCC V1	CD630_21630(alaS)	threonyl and Alanyl tRNA synthetase second additional domain protein
cgMLST V1 + HierCC V1	CD630_21640(ldh)	L-lactate dehydrogenase
cgMLST V1 + HierCC V1	CD630_21650(-)	transcriptional regulator
cgMLST V1 + HierCC V1	CD630_21660(msrAB)	peptide-methionine (S)-S-oxide reductase
cgMLST V1 + HierCC V1	CD630_21670(-)	patatin-like phospholipase
cgMLST V1 + HierCC V1	CD630_21680(hcp)	hydroxylamine reductase
cgMLST V1 + HierCC V1	CD630_21690(-)	(Fe-S)-binding protein
cgMLST V1 + HierCC V1	CD630_21700(-)	Crp/Fnr family transcriptional regulator
cgMLST V1 + HierCC V1	CD630_21780(ynfG)	oxidoreductase
cgMLST V1 + HierCC V1	CD630_21790(fdoG)	formate dehydrogenase
cgMLST V1 + HierCC V1	CD630_21810(menH)	alpha/beta hydrolase
cgMLST V1 + HierCC V1	CD630_21830(csdA)	ATP-dependent RNA helicase DbpA
cgMLST V1 + HierCC V1	CD630_21850(-)	conserved repeat domain protein
cgMLST V1 + HierCC V1	CD630_21870(-)	glucosaminidase
cgMLST V1 + HierCC V1	CD630_21900(cd)	cyclomaltodextrinase (maltogenic alpha-amylase)
cgMLST V1 + HierCC V1	CD630_21910(-)	phosphoesterase
cgMLST V1 + HierCC V1	CD630_21920(-)	membrane protein
cgMLST V1 + HierCC V1	CD630_21940(glk)	putative regulator of a specific sugar metabolism
cgMLST V1 + HierCC V1	CD630_21950(ftnA)	ferritin
cgMLST V1 + HierCC V1	CD630_21960(yfiQ)	acetyl-CoA synthetase
cgMLST V1 + HierCC V1	CD630_21970(korC)	2-oxoacid:ferredoxin oxidoreductase subunit gamma
cgMLST V1 + HierCC V1	CD630_21980(korB)	MFS transporter
cgMLST V1 + HierCC V1	CD630_21990(korA)	3-methyl-2-oxobutanoate dehydrogenase subunit VorB
cgMLST V1 + HierCC V1	CD630_21991(korD)	oxidoreductase
cgMLST V1 + HierCC V1	CD630_22010(-)	MFS transporter
cgMLST V1 + HierCC V1	CD630_22020(putP)	sodium:solute symporter
cgMLST V1 + HierCC V1	CD630_22030(-)	TetR family transcriptional regulator
cgMLST V1 + HierCC V1	CD630_22040(estA)	esterase
cgMLST V1 + HierCC V1	CD630_22050(-)	AI-2E family transporter
cgMLST V1 + HierCC V1	CD630_22060(aldH)	aldehyde dehydrogenase
cgMLST V1 + HierCC V1	CD630_22090(hflX)	GTPase HflX
cgMLST V1 + HierCC V1	CD630_22100(-)	ABC transporter
cgMLST V1 + HierCC V1	CD630_22110(-)	ABC transporter
cgMLST V1 + HierCC V1	CD630_22120(-)	MarR family transcriptional regulator
cgMLST V1 + HierCC V1	CD630_22130(cynT)	carbonic anhydrase
cgMLST V1 + HierCC V1	CD630_22140(SinR)	transcriptional regulator
cgMLST V1 + HierCC V1	CD630_22150(-)	transcriptional regulator
cgMLST V1 + HierCC V1	CD630_22160(-)	hypothetical protein
cgMLST V1 + HierCC V1	CD630_22170(aroD)	3-dehydroquinase
cgMLST V1 + HierCC V1	CD630_22270(-)	radical SAM protein
cgMLST V1 + HierCC V1	CD630_22280(-)	thioesterase
cgMLST V1 + HierCC V1	CD630_22290(-)	putative membrane protein
cgMLST V1 + HierCC V1	CD630_22300(nirC)	nitrite transporter NirC
cgMLST V1 + HierCC V1	CD630_22310(asrC)	sulfite reductase subunit C
cgMLST V1 + HierCC V1	CD630_22320(asrB)	anaerobic sulfite reductase subunit B
cgMLST V1 + HierCC V1	CD630_22330(asrA)	anaerobic sulfite reductase subunit A
cgMLST V1 + HierCC V1	CD630_22340(-)	Crp/Fnr family transcriptional regulator
cgMLST V1 + HierCC V1	CD630_22350(-)	RpiR family transcriptional regulator
cgMLST V1 + HierCC V1	CD630_22360(glk)	ROK family protein
cgMLST V1 + HierCC V1	CD630_22370(-)	hypothetical protein
cgMLST V1 + HierCC V1	CD630_22380(-)	YhcH/YjgK/YiaL family protein
cgMLST V1 + HierCC V1	CD630_22390(-)	sodium:solute symporter
cgMLST V1 + HierCC V1	CD630_22400(nanA)	N-acetylneuraminate lyase
cgMLST V1 + HierCC V1	CD630_22410(nanE)	N-acetylmannosamine-6-phosphate 2-epimerase
cgMLST V1 + HierCC V1	CD630_22420(-)	double zinc ribbon family protein
cgMLST V1 + HierCC V1	CD630_22430(-)	membrane protein
cgMLST V1 + HierCC V1	CD630_22450(asnC)	asparagine--tRNA ligase
cgMLST V1 + HierCC V1	CD630_22451(-)	Domain of uncharacterised function (DUF3787)
cgMLST V1 + HierCC V1	CD630_22460(cspC)	peptidase S8
cgMLST V1 + HierCC V1	CD630_22470(cspBA)	Subtilisin-like serine germination related protease
cgMLST V1 + HierCC V1	CD630_22480(-)	VWA domain containing CoxE-like family protein
cgMLST V1 + HierCC V1	CD630_22490(-)	ATPase
cgMLST V1 + HierCC V1	CD630_22500(-)	AI-2E family transporter
cgMLST V1 + HierCC V1	CD630_22510(-)	hypothetical protein
cgMLST V1 + HierCC V1	CD630_22520(kamA)	"glutamate 2,3-aminomutase"
cgMLST V1 + HierCC V1	CD630_22550(-)	bacterial Ig-like domain family protein
cgMLST V1 + HierCC V1	CD630_22560(-)	PTS sugar transporter subunit IID
cgMLST V1 + HierCC V1	CD630_22580(-)	hypothetical protein
cgMLST V1 + HierCC V1	CD630_22590(-)	cupin
cgMLST V1 + HierCC V1	CD630_22600(-)	H+ symporter family protein
cgMLST V1 + HierCC V1	CD630_22610(pepP)	peptidase M24
cgMLST V1 + HierCC V1	CD630_22620(-)	MFS transporter
cgMLST V1 + HierCC V1	CD630_22630(prsA)	peptidyl-prolyl cis-trans isomerase
cgMLST V1 + HierCC V1	CD630_22640(-)	hypothetical protein
cgMLST V1 + HierCC V1	CD630_22650(-)	membrane protein
cgMLST V1 + HierCC V1	CD630_22660(-)	FAD-binding protein
cgMLST V1 + HierCC V1	CD630_22690(fruABC)	PTS fructose transporter subunit IIC
cgMLST V1 + HierCC V1	CD630_22700(fruK)	1-phosphofructokinase
cgMLST V1 + HierCC V1	CD630_22720(-)	protein-tyrosine-phosphatase
cgMLST V1 + HierCC V1	CD630_22730(-)	sporulation integral membrane protein YtvI
cgMLST V1 + HierCC V1	CD630_22740(-)	flagellar protein FliS
cgMLST V1 + HierCC V1	CD630_22750(topB2)	DNA topoisomerase III
cgMLST V1 + HierCC V1	CD630_22760(-)	sodium:alanine symporter
cgMLST V1 + HierCC V1	CD630_22770(fucA)	class II aldolase/adducin
cgMLST V1 + HierCC V1	CD630_22780(araD)	L-ribulose-5-phosphate 4-epimerase
cgMLST V1 + HierCC V1	CD630_22790(gutB)	galactitol-1-phosphate 5-dehydrogenase
cgMLST V1 + HierCC V1	CD630_22800(gatC)	PTS galactitol transporter subunit IIC
cgMLST V1 + HierCC V1	CD630_22810(gatB)	PTS fructose transporter subunit IIB
cgMLST V1 + HierCC V1	CD630_22820(gatA)	PTS fructose transporter subunit IIA
cgMLST V1 + HierCC V1	CD630_22830(-)	"transcription antiterminator, PTS operon regulator"
cgMLST V1 + HierCC V1	CD630_22850(-)	GntR family transcriptional regulator
cgMLST V1 + HierCC V1	CD630_22860(-)	transporter
cgMLST V1 + HierCC V1	CD630_22870(-)	transporter
cgMLST V1 + HierCC V1	CD630_22880(-)	two-component sensor histidine kinase
cgMLST V1 + HierCC V1	CD630_22890(-)	DNA-binding response regulator
cgMLST V1 + HierCC V1	CD630_23110(modA)	molybdenum ABC transporter substrate-binding protein
cgMLST V1 + HierCC V1	CD630_23130(potA)	molybdate ABC transporter ATP-binding protein
cgMLST V1 + HierCC V1	CD630_23140(-)	membrane protein
cgMLST V1 + HierCC V1	CD630_23150(-)	GlcNAc-PI de-N-acetylase
cgMLST V1 + HierCC V1	CD630_23160(vicR)	DNA-binding response regulator
cgMLST V1 + HierCC V1	CD630_23180(pgm)	phosphoglucomutase
cgMLST V1 + HierCC V1	CD630_23190(rpe)	ribulose-phosphate 3-epimerase
cgMLST V1 + HierCC V1	CD630_23200(rpiB1)	ribose 5-phosphate isomerase B
cgMLST V1 + HierCC V1	CD630_23210(tktA)	transketolase
cgMLST V1 + HierCC V1	CD630_23230(gutB)	zinc-binding dehydrogenase
cgMLST V1 + HierCC V1	CD630_23240(gutB)	galactitol-1-phosphate 5-dehydrogenase
cgMLST V1 + HierCC V1	CD630_23250(gatC)	PTS galactitol transporter subunit IIC
cgMLST V1 + HierCC V1	CD630_23270(gatA)	PTS fructose transporter subunit IIA
cgMLST V1 + HierCC V1	CD630_23280(-)	"transcription antiterminator, PTS operon regulator"
cgMLST V1 + HierCC V1	CD630_23290(tal)	transaldolase
cgMLST V1 + HierCC V1	CD630_23300(xpt)	xanthine phosphoribosyltransferase
cgMLST V1 + HierCC V1	CD630_23310(mtlD)	mannitol-1-phosphate 5-dehydrogenase
cgMLST V1 + HierCC V1	CD630_23320(mtlF)	PTS mannose transporter subunit IIA
cgMLST V1 + HierCC V1	CD630_23330(mtlR)	"transcription antiterminator, PTS operon regulator"
cgMLST V1 + HierCC V1	CD630_23340(mtlA)	PTS mannitol transporter subunit IIB
cgMLST V1 + HierCC V1	CD630_23350(guaB)	inosine-5-monophosphate dehydrogenase
cgMLST V1 + HierCC V1	CD630_23360(-)	toxic anion resistance family protein
cgMLST V1 + HierCC V1	CD630_23370(-)	5-bromo-4-chloroindolyl phosphate hydrolysis family protein
cgMLST V1 + HierCC V1	CD630_23380(4hbD)	4-hydroxybutyrate dehydrogenase (4-hydroxyalkanoate:NAD+ oxidoreductase)
cgMLST V1 + HierCC V1	CD630_23390(cat2)	4-hydroxybutyrate CoA-transferase
cgMLST V1 + HierCC V1	CD630_23400(-)	4-hydroxybutyrate:acetyl-CoA CoA transferase
cgMLST V1 + HierCC V1	CD630_23410(abfD)	4-hydroxybutyryl-CoA dehydratase
cgMLST V1 + HierCC V1	CD630_23420(sucD)	succinate-semialdehyde dehydrogenase (NAD(P)+)
cgMLST V1 + HierCC V1	CD630_23430(cat1)	succinate CoA transferase
cgMLST V1 + HierCC V1	CD630_23440(-)	aspT/YidE/YbjL antiporter duplication domain protein
cgMLST V1 + HierCC V1	CD630_23450(oxyR)	LysR family transcriptional regulator
cgMLST V1 + HierCC V1	CD630_23460(-)	membrane protein
cgMLST V1 + HierCC V1	CD630_23470(pepP)	Xaa-Pro dipeptidase
cgMLST V1 + HierCC V1	CD630_23480(grdD)	glycine/betaine reductase C
cgMLST V1 + HierCC V1	CD630_23490(grdC)	"glycine reductase complex component C, beta subunit"
cgMLST V1 + HierCC V1	CD630_23540(grdE)	glycine reductase complex component B subunits alpha and beta
cgMLST V1 + HierCC V1	CD630_23550(trxA2)	thiol reductase thioredoxin
cgMLST V1 + HierCC V1	CD630_23560(trxB3)	thioredoxin-disulfide reductase
cgMLST V1 + HierCC V1	CD630_23570(grdX)	glycine reductase complex protein
cgMLST V1 + HierCC V1	CD630_23580(-)	M3 family oligoendopeptidase
cgMLST V1 + HierCC V1	CD630_23590(-)	haloacid dehalogenase
cgMLST V1 + HierCC V1	CD630_23700(nadC)	nicotinate-nucleotide diphosphorylase (carboxylating)
cgMLST V1 + HierCC V1	CD630_23710(nadB)	L-aspartate oxidase
cgMLST V1 + HierCC V1	CD630_23720(nadA)	quinolinate synthase
cgMLST V1 + HierCC V1	CD630_23730(-)	carbon starvation CstA family protein
cgMLST V1 + HierCC V1	CD630_23740(-)	hypothetical protein
cgMLST V1 + HierCC V1	CD630_23750(-)	Domain of Unknown Function (DUF1540)
cgMLST V1 + HierCC V1	CD630_23760(-)	AI-2E family transporter
cgMLST V1 + HierCC V1	CD630_23770(-)	NUDIX hydrolase
cgMLST V1 + HierCC V1	CD630_23780(-)	membrane protein
cgMLST V1 + HierCC V1	CD630_23790(buk)	butyrate kinase
cgMLST V1 + HierCC V1	CD630_23800(iorB)	indolepyruvate oxidoreductase
cgMLST V1 + HierCC V1	CD630_23810(iorA)	indolepyruvate ferredoxin oxidoreductase subunit alpha
cgMLST V1 + HierCC V1	CD630_23820(tyrB)	aminotransferase class I and II
cgMLST V1 + HierCC V1	CD630_23830(prpR)	Fis family transcriptional regulator
cgMLST V1 + HierCC V1	CD630_23860(-)	hypothetical protein
cgMLST V1 + HierCC V1	CD630_23861(-)	hypothetical protein
cgMLST V1 + HierCC V1	CD630_23930(mrcA)	transglycosylase
cgMLST V1 + HierCC V1	CD630_23940(polC)	DNA polymerase III subunit epsilon
cgMLST V1 + HierCC V1	CD630_23960(-)	flavin reductase
cgMLST V1 + HierCC V1	CD630_23970(-)	putative exonuclease
cgMLST V1 + HierCC V1	CD630_23980(-)	tRNA 2-thiocytidine biosynthesis protein TtcA
cgMLST V1 + HierCC V1	CD630_23990(-)	spore coat associated JA family protein
cgMLST V1 + HierCC V1	CD630_24000(cotJB2)	cotJB family protein
cgMLST V1 + HierCC V1	CD630_24010(cotJC2)	manganese containing catalase
cgMLST V1 + HierCC V1	CD630_24020(cwlA)	cell wall hydrolase
cgMLST V1 + HierCC V1	CD630_24030(dut)	deoxyuridine 5'-triphosphate nucleotidohydrolase
cgMLST V1 + HierCC V1	CD630_24040(topB)	DNA topoisomerase type IA
cgMLST V1 + HierCC V1	CD630_24050(-)	transcriptional regulator
cgMLST V1 + HierCC V1	CD630_24060(-)	membrane protein
cgMLST V1 + HierCC V1	CD630_24070(-)	multidrug transporter
cgMLST V1 + HierCC V1	CD630_24080(-)	multidrug transporter
cgMLST V1 + HierCC V1	CD630_24090(-)	double zinc ribbon family protein
cgMLST V1 + HierCC V1	CD630_24100(ppdK)	"pyruvate, phosphate dikinase"
cgMLST V1 + HierCC V1	CD630_24110(ppsR)	phosphotransferase
cgMLST V1 + HierCC V1	CD630_24120(-)	transcriptional regulator
cgMLST V1 + HierCC V1	CD630_24130(-)	SAF domain protein
cgMLST V1 + HierCC V1	CD630_24140(srlB)	PTS sorbose transporter subunit IIB
cgMLST V1 + HierCC V1	CD630_24150(-)	glucitol operon activator family protein
cgMLST V1 + HierCC V1	CD630_24160(licR)	transcriptional antiterminator
cgMLST V1 + HierCC V1	CD630_24170(srlE)	PTS sorbitol transporter subunit IIB
cgMLST V1 + HierCC V1	CD630_24180(srlA)	PTS sorbitol transporter subunit IIC
cgMLST V1 + HierCC V1	CD630_24190(-)	AraC family transcriptional regulator
cgMLST V1 + HierCC V1	CD630_24200(-)	Acyl-coenzyme A:6-aminopenicillanic acid acyl-transferase
cgMLST V1 + HierCC V1	CD630_24210(-)	amidohydrolase
cgMLST V1 + HierCC V1	CD630_24230(-)	transporter
cgMLST V1 + HierCC V1	CD630_24240(-)	aminotransferase
cgMLST V1 + HierCC V1	CD630_24250(ptb)	phosphate butyryltransferase
cgMLST V1 + HierCC V1	CD630_24260(buk1)	butyrate kinase
cgMLST V1 + HierCC V1	CD630_24270(korC)	pyruvate:ferredoxin (flavodoxin) oxidoreductase
cgMLST V1 + HierCC V1	CD630_24280(korB)	oxidoreductase
cgMLST V1 + HierCC V1	CD630_24290(korA)	3-methyl-2-oxobutanoate dehydrogenase subunit VorB
cgMLST V1 + HierCC V1	CD630_24291(korD)	oxidoreductase
cgMLST V1 + HierCC V1	CD630_24300(-)	IclR family transcriptional regulator
cgMLST V1 + HierCC V1	CD630_24310(nirA)	ferredoxin--nitrite reductase
cgMLST V1 + HierCC V1	CD630_24320(glyS)	glycine--tRNA ligase subunit beta
cgMLST V1 + HierCC V1	CD630_24330(glyQ)	glycine--tRNA ligase subunit alpha
cgMLST V1 + HierCC V1	CD630_24340(-)	ubiquitin-associated domain-containing protein
cgMLST V1 + HierCC V1	CD630_24350(recO)	DNA repair protein RecO
cgMLST V1 + HierCC V1	CD630_24351(-)	yqzL-like family protein
cgMLST V1 + HierCC V1	CD630_24360(mgtE)	magnesium transporter
cgMLST V1 + HierCC V1	CD630_24370(era)	GTPase Era
cgMLST V1 + HierCC V1	CD630_24380(cdd)	cytidine deaminase
cgMLST V1 + HierCC V1	CD630_24390(dgkA)	diacylglycerol kinase
cgMLST V1 + HierCC V1	CD630_24400(ybeY)	16S rRNA maturation RNase YbeY
cgMLST V1 + HierCC V1	CD630_24411(phoH)	phosphate starvation protein PhoH
cgMLST V1 + HierCC V1	CD630_24420(spoIV)	stage IV sporulation YqfD family protein
cgMLST V1 + HierCC V1	CD630_24430(-)	sporulation protein
cgMLST V1 + HierCC V1	CD630_24440(yhbH)	RNA-binding protein
cgMLST V1 + HierCC V1	CD630_24450(-)	histidine kinase
cgMLST V1 + HierCC V1	CD630_24460(-)	aspartyl-tRNA amidotransferase subunit B
cgMLST V1 + HierCC V1	CD630_24461(rpsU)	30S ribosomal protein S21
cgMLST V1 + HierCC V1	CD630_24470(hinT)	histidine triad nucleotide-binding protein
cgMLST V1 + HierCC V1	CD630_24480(mtaB)	tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase MiaB
cgMLST V1 + HierCC V1	CD630_24500(prmA)	ribosomal protein L11 methyltransferase
cgMLST V1 + HierCC V1	CD630_24560(msmX)	sugar ABC transporter ATP-binding protein
cgMLST V1 + HierCC V1	CD630_24570(cdaR)	PucR family transcriptional regulator
cgMLST V1 + HierCC V1	CD630_24580(-)	sugar (and other) transporter family protein
cgMLST V1 + HierCC V1	CD630_24590(glk)	ROK family protein
cgMLST V1 + HierCC V1	CD630_24591(-)	hypothetical protein
cgMLST V1 + HierCC V1	CD630_24600(dnaJ)	molecular chaperone DnaJ
cgMLST V1 + HierCC V1	CD630_24610(dnaK)	molecular chaperone DnaK
cgMLST V1 + HierCC V1	CD630_24620(grpE)	nucleotide exchange factor GrpE
cgMLST V1 + HierCC V1	CD630_24630(hrcA)	HrcA family transcriptional regulator
cgMLST V1 + HierCC V1	CD630_24640(hemN)	Oxygen-independent coproporphyrinogen-III oxidase 1
cgMLST V1 + HierCC V1	CD630_24650(-)	amino acid permease
cgMLST V1 + HierCC V1	CD630_24660(cca)	polynucleotide adenylyltransferase
cgMLST V1 + HierCC V1	CD630_24670(lepA)	elongation factor 4
cgMLST V1 + HierCC V1	CD630_24680(-)	exported protein
cgMLST V1 + HierCC V1	CD630_24690(spoIIP)	stage II sporulation P family protein
cgMLST V1 + HierCC V1	CD630_24700(gpr)	GPR endopeptidase
cgMLST V1 + HierCC V1	CD630_24730(rpsT)	30S ribosomal protein S20
cgMLST V1 + HierCC V1	CD630_24740(holA)	DNA polymerase III subunit delta
cgMLST V1 + HierCC V1	CD630_24760(-)	GNAT family acetyltransferase
cgMLST V1 + HierCC V1	CD630_24770(-)	Uncharacterized conserved protein
cgMLST V1 + HierCC V1	CD630_24780(comEC)	MBL fold hydrolase
cgMLST V1 + HierCC V1	CD630_24790(-)	tRNA threonylcarbamoyladenosine dehydratase
cgMLST V1 + HierCC V1	CD630_24800(-)	hydrolase
cgMLST V1 + HierCC V1	CD630_24810(ung)	uracil-DNA glycosylase
cgMLST V1 + HierCC V1	CD630_24820(-)	lipoprotein
cgMLST V1 + HierCC V1	CD630_24840(patB)	aminotransferase
cgMLST V1 + HierCC V1	CD630_24850(pepP)	metallopeptidase M24 family protein
cgMLST V1 + HierCC V1	CD630_24860(-)	PTS fructose transporter subunit IIC
cgMLST V1 + HierCC V1	CD630_24870(-)	PTS fructose transporter subunit IIB
cgMLST V1 + HierCC V1	CD630_24880(fruB)	PTS fructose transporter subunit IIA
cgMLST V1 + HierCC V1	CD630_24890(licR)	"transcription antiterminator, PTS operon regulator"
cgMLST V1 + HierCC V1	CD630_24900(dapE)	peptidase M20
cgMLST V1 + HierCC V1	CD630_24910(pmi)	"mannose-6-phosphate isomerase, class I"
cgMLST V1 + HierCC V1	CD630_24920(-)	two-component sensor histidine kinase
cgMLST V1 + HierCC V1	CD630_24930(selB)	selenocysteine-specific translation elongation factor
cgMLST V1 + HierCC V1	CD630_24950(selA)	L-selenocysteinyl-tRNA(Sec) synthase
cgMLST V1 + HierCC V1	CD630_24960(selD)	"selenide, water dikinase"
cgMLST V1 + HierCC V1	CD630_24970(comE)	competence protein ComEA
cgMLST V1 + HierCC V1	CD630_24980(dacF)	D-alanyl-D-alanine carboxypeptidase
cgMLST V1 + HierCC V1	CD630_24990(-)	ABC transporter substrate-binding protein
cgMLST V1 + HierCC V1	CD630_25000(argH)	argininosuccinate lyase
cgMLST V1 + HierCC V1	CD630_25010(-)	hydrolase
cgMLST V1 + HierCC V1	CD630_25020(hisC)	histidinol-phosphate aminotransferase
